,index,table_title
17562,17562,Comparison of Echocardiographic Findings Between Normal BMI and Obese Patients in Sinus Rhythm
17563,17563,Patient Characteristics
17564,17564,Baseline Characteristics
17565,17565,Outcome Measurements
17566,17566,Inducibility With EPS and VEPS at Different Gray Zone Threshold Levels
17567,17567,Predictors at Admission of a Poor Outcome (n = 158)
17568,17568,"Example of Cutoff Values for S100B on Arrival (Day 0 Model), Determined for Specificity of 0.95 and Sensitivity of 0.79"
17569,17569,Predictors on Day 3 of a Poor Outcome (n = 74)
17570,17570,Baseline Characteristics and Medical Therapy of the Study Population
17571,17571,Procedural Parameters and Scar Locations
17572,17572,Baseline Characteristics
17573,17573,Monitoring
17574,17574,Supraventricular Tachycardia Recurrence After Hybrid Procedure and Management
17575,17575,Baseline Characteristics of the Patients and Lesions in the 3 Groups
17576,17576,Baseline Characteristics of the Procedures in the 3 Groups
17577,17577,Quantitative Coronary Angiography of the Culprit Lesions Treated in the 3 Groups
17578,17578,Clinical Outcomes at 6 Months
17579,17579,"OCT and Endothelial Function, Follow-Up at 6 Months"
17580,17580,Effect of Pre-Dilation and Geographical Mismatch on Angiographic Outcomes
17581,17581,Electrocardiographic Patterns in Adolescent African and Caucasian Soccer Players
17582,17582,Cardiac Dimensions in Adolescent African and Caucasian Soccer Players
17583,17583,"Anthropometric, Echocardiographic, and Electrocardiographic Characteristics of African Athletes According to Their Country of Origin"
17584,17584,Baseline Characteristics of the Study Population
17585,17585,Procedural Characteristics of the Study Population
17586,17586,Post-Procedural Complications and Outcomes
17587,17587,Predictors for Midterm Mortality by Cox Regression Analysis
17588,17588,Overview of All In Vivo Studies
17589,17589,"Physical Properties, Relaxivities and Half-Life of the Various Micelles"
17590,17590,Randomized Controlled Trials of Hypothermia Therapy in Cardiac Arrest
17591,17591,Nonrandomized Clinical Studies of Hypothermia Therapy in Cardiac Arrest
17592,17592,Clinical Studies of Hypothermia Therapy in Patients With STEMI
17593,17593,Common Physiological Changes Occurring During Hypothermia
17594,17594,Demographic Data of the PRELUDE Cohort (N = 308)
17595,17595,Patients With Events at Follow-Up
17596,17596,Prognostic Accuracy of Predictors of Outcome
17597,17597,Cox Multivariate Models
17598,17598,Comparison of Brugada Syndrome Registries
17599,17599,"Demographics, Medical History, and Home Medications Stratified by BMI Category"
17600,17600,"Presentation Characteristics, Reperfusion Strategy and Medical Therapy, Discharge Medications, Counseling, and Referrals Stratified by BMI Category"
17601,17601,In-Hospital Clinical Events Stratified by BMI Category
17602,17602,"Demographic Data, Procedural Details and Outcomes for Children Undergoing RFCA for Septal Hypertrophy"
17603,17603,Characteristics of Patients With and Without Evidence of Septal VTs
17604,17604,Comparison of Septal VT Localization
17605,17605,Comparison of Magnetic Resonance Imaging Data
17606,17606,Baseline Characteristics
17607,17607,Clinical and Echocardiographic Data at Last Follow-Up Visit
17608,17608,Overall Mortality and Equivalents of Mortality
17609,17609,Clinical and Echocardiographic Predictors of Overall Mortality
17610,17610,Comparison of Demographic Clinical and Functional Parameters Between Patients With Permanent and Valsalva-Induced Shunt
17611,17611,Comparison of Functional and Anatomical Parameters Between Patients With Permanent and With Valsalva-Induced Shunt
17612,17612,Comparison of Procedural and Follow-Up Results Between Patients With Permanent and With Valsalva-Induced Shunt
17613,17613,Food Sources of Long-Chain n-3 PUFA
17614,17614,RCTs of n-3 PUFA and Clinical Cardiovascular Events
17615,17615,National and International Recommendations for Consumption of n-3 PUFA in the General Population
17616,17616,Baseline Characteristics of the Study Patients by LAMC
17617,17617,Multivariate Analysis of the Effects of LAMC and LAVI ≥33 ml/m2 on the Risk for Stroke in the Study Population ⁎
17618,17618,Selected Clinical Parameters for Patients Without LAMC by the Occurrence of Stroke
17619,17619,Clinical Characteristics
17620,17620,Electrophysiological Characteristics and Ablation Outcomes
17621,17621,Hemodynamics and Surrogates of End-Organ Perfusion
17622,17622,EES Versus SES: Characteristics of Patients and Lesions at Baseline
17623,17623,Biodegradable Polymer Versus Permanent Polymer Drug-Eluting Stents: Clinical Outcomes Out to 3 Years
17624,17624,Key Questions Specific to ICD and/or CRT Placement in Patients With HF and CKD
17625,17625,EES Versus SES: Clinical Outcomes Out to 3 Years
17626,17626,Patient Demographics
17627,17627,Biomarker Values Based on 90-Day Outcomes
17628,17628,Multivariate Prediction of All-Cause Mortality
17629,17629,Net Reclassification Index for Adding MR-proADM to the Best Clinical Model
17630,17630,"Risk Factors for SCD in Patients With ESRD (16,18,23,43)"
17631,17631,Major Trials Supporting ICD Use in Patients With Heart Failure and Reported Renal Characteristics
17632,17632,Major Trials Supporting CRT Use in Patients With Heart Failure and Reported Renal Characteristics
17633,17633,Baseline Characteristics of Patients Who Developed CIN or NRD
17634,17634,Baseline Characteristics of the Study Population
17635,17635,Characteristics of Diagnosed Patients With ERP
17636,17636,Morphologic Characteristics of Early Repolarization
17637,17637,"Comparison of Electrocardiographic Parameters Between Patients With Previous Cardiac Arrest, Patients With Syncope, and Asymptomatic Patients"
17638,17638,Comparison of Electrocardiographic Parameters Between Patients With Mutation in HERG and Those Without Mutation in HERG
17639,17639,Comparison of Electrocardiographic Parameters Before and After Initiation of Hydroquinidine in 18 Patients
17640,17640,Patients With Available Data to Compare the Efficacy of Hydroquinidine With Other Antiarrhythmic Treatments
17641,17641,Comparison of Baseline Clinical and Demographic Characteristics Between Patients Receiving Hydroquinidine and Those Not Receiving Hydroquinidine
17642,17642,Score Table for Performance Evaluation
17643,17643,Characteristics of the Enrolled Fellows
17644,17644,Features of Patients Evaluated for Monomorphic VT With Mediastinal Adenopathy Due to Granulomatous Infiltration
17645,17645,Baseline and Follow-Up Features of Patients With SMVT Due to Sarcoidosis/Tuberculosis
17646,17646,"EPS/RFA Findings of Patients Undergoing RFA, Correlated With DE-CMR and 18FDG PET-CT Findings"
17647,17647,Baseline Characteristics and Flecainide Therapy Parameters
17648,17648,AEs of Interest During cECG Recording Period by Ventricular Pause Duration
17649,17649,Comparison of Clinical and Echocardiographic Outcome of Patients Who Required PPM and Those Who Did Not Require PPM
17650,17650,Exercise Test Results of the Baseline Exercise Test on Standard Therapy and on the First Exercise Test on the Final (Stable) Flecainide Dose
17651,17651,Clinical Characteristics by Sex and ERP Status
17652,17652,Association Between ERP and Individual Clinical Characteristics After Adjusting for Age and Sex
17653,17653,Independent Predictors of ERP in Multivariable Regression Model
17654,17654,Prevalence of ERP by Sex and Age in the Health 2000 Survey
17655,17655,"Sibling Recurrence Risks and ORs for ERP in Siblings of ERP+ Individuals, Unadjusted and Adjusted for Age and Sex, in the FHS"
17656,17656,Characteristics of Apoe−/−  Mice After 12 Weeks of a High-Fat Diet
17657,17657,Baseline Characteristics of All Patients in PLATO cECG Assessment
17658,17658,Arrhythmias at Visit 1(Week 1) and Visit 2(Day 30) for All Patients
17659,17659,Characteristics of Out-of-Hospital Cardiac Arrest From Cardiac and Noncardiac Causes
17660,17660,Incidences of Out-of-Hospital Cardiac Arrest From Cardiac and Noncardiac Causes
17661,17661,Operational Characteristics of Resuscitated Victims of Out-of-Hospital Cardiac Arrest From Cardiac Causes According to Age Group
17662,17662,Study Sample Characteristics
17663,17663,Multivariate-Adjusted Odds Ratios (Confidence Intervals) of Adiposity Measures and the Presence of AF
17664,17664,"Baseline Characteristics of 15,147 Patients Included in the e-SELECT Registry"
17665,17665,Multivariate-Adjusted Odds Ratios (Confidence Intervals) of Adiposity Measures and AF Chronicity
17666,17666,Multivariate-Adjusted Regressions (Confidence Intervals) Between Adiposity Measures and AF Burden
17667,17667,Multivariate-Adjusted Hazard Ratios (Confidence Intervals) of Adiposity Measures and AF Recurrence
17668,17668,"Baseline Clinical, Lesion, and Procedural Characteristics"
17669,17669,Clinical Outcomes at 30 Days and 12 Months for All Patients (2.25- to 4.0-mm Stents)
17670,17670,Angiographic and IVUS Measures at 8 Months for Angiographic Cohort
17671,17671,"Characteristics of 19,988 Target Lesions and 23,492 Stents in 15,147 Patients"
17672,17672,Antithrombotic Regimens Up to 360 Days of Follow-Up
17673,17673,"Cumulative Rates of Adverse Clinical Events at 30-Day, 6-Month, and 1-Year Follow-Up"
17674,17674,"Correlates Up to 360 Days of Death, ST, and MB by Multivariate Regression Analysis"
17675,17675,"Relationships Among ARC Definite or Probable ST and Cardiac Death, Myocardial Infarction, TVR, and MB at 1-Year Follow-Up"
17676,17676,Distribution of Risk Variables in Subjects With Versus Those Without Coronary Events During 5 Years of Follow-Up
17677,17677,QT Interval Parameters in Symptomatic and Asymptomatic SQTS Cases
17678,17678,Crude and Adjusted HR (95% CI) of Coronary Events and All-Cause Mortality in the CAC and hsCRP Categories
17679,17679,"c-Statistics, IDI, and NRI for the Combined Assessment of Traditional Markers of Risk, hsCRP, and log(CAC+1) in Predicting Coronary Events and All-Cause Mortality"
17680,17680,Characteristics of the Study Population by BMI Categories
17681,17681,"Relationship of LV Diastolic Function Parameters With BMI, Multivariate Linear Regression"
17682,17682,Diastolic Function Parameters by BMI Categories
17683,17683,Risk of Diastolic Dysfunction Associated With Overweight and Obesity
17684,17684,Summary of Sudden Cardiac Death or Cardiac Arrest Events in Israel in the Years 1985 to 2009
17685,17685,Presenting and Operative/Peri-Operative Characteristics According to Treatment Arm
17686,17686,Longitudinal Assessment of Treatment Outcome: Post-Hoc Comparison of Prevalence at Each Time Point
17687,17687,Clinical and Genetic Features of the Reported Cases of SQTS
17688,17688,"Analysis of Age, Sex, and QT Interval Characteristics of the SQTS Cohort"
17689,17689,The Genetic Subtypes of SQTS and Frequency of Culprit Genetic Mutations
17690,17690,SQTS Diagnostic Criteria
17691,17691,Baseline Characteristics
17692,17692,Stratification of Patients by Device Therapy
17693,17693,Model Variables
17694,17694,Event Rates Estimated by the Cost-Effectiveness Model Compared With the JUPITER Trial Results
17695,17695,Left Ventricular Diastolic Filling
17696,17696,Base Case Results
17697,17697,Clinical Characteristics of the GBS and Denied-Surgery Reference Subjects Participating in the Echocardiographic Analysis at Baseline and 2-Year Follow-Up ⁎
17698,17698,Cardiac Geometry and Function at Baseline and 2-Year Follow-Up
17699,17699,Factors Independently Associated With LVMI at Visit 2 in Multivariable Analysis
17700,17700,Factors Independently Associated With Left Atrial Volume at Visit 2 in Multivariable Analysis
17701,17701,Factors Independently Associated With LV Midwall FS at Visit 2 in Multivariable Analysis
17702,17702,Factors Independently Associated With RV Fractional Area Change at Visit 2 in Multivariable Analysis
17703,17703,Patient Characteristics
17704,17704,Peak Myocardial Enzyme Rise After Radiofrequency Ablation
17705,17705,Gradient Reduction During the Therapeutic Session (p < 0.001)
17706,17706,"Significant Relief of Obstruction (Doppler-Echocardiography, p < 0.001) and Improvement of Exercise Capacity During 6 Months of Follow-Up (p < 0.05)"
17707,17707,Physical and Chemical Properties of LUSPIOs and LSPIOs
17708,17708,Baseline Characteristics (n = 100)
17709,17709,Baseline and Follow-Up Characteristics of the Study Population by Genotype-Phenotype
17710,17710,Multivariate Analysis: Risk for ACA or SCD Among the 3 Genotype and QTc Categories *
17711,17711,Risk Factors for ACA or SCD in Patients With LQTS by QTc Interval Category *
17712,17712,Characteristics of ACA and SCD Cases With Normal-Range QTc Intervals
17713,17713,Echocardiographic Parameters by Time Since Randomization
17714,17714,Percentage of Subjects With Abnormal Echocardiographic Values
17715,17715,Multivariate Model for LVFS z-Score
17716,17716,Multivariate Model for Presence Versus Absence of at Least Mild Mitral Regurgitation
17717,17717,Baseline Patient Demographics for the Entire Cohort Analyzed
17718,17718,Clinical and Procedural Characteristics at Initial Radiofrequency Catheter Ablation (n = 130)
17719,17719,Unadjusted Demographic Characteristics Among Patients With and Without Acute Lead Dislodgements
17720,17720,Unadjusted Physician and Hospital Characteristics Among Those With and Without Acute Lead Dislodgements
17721,17721,Adjusted Odds Ratios for Acute Lead Dislodgements Among Various Clinical Characteristics
17722,17722,Outcomes and Complications Associated With Acute Lead Dislodgements
